Dependents,tenure,MultipleLines,OnlineSecurity,TechSupport,StreamingTV,PaperlessBilling,MonthlyCharges,Churn,ChargesPerTenure,TenureGroup,NumAddons,HasStreaming,IsLongTermContract,IsAutoPayment,InternetService_DSL,InternetService_Fiber optic,InternetService_No,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,Segment,Segment_Label,Churn_Probability,Churn_Predicted,Risk_Tier,Priority,Rec_Count,Recommendations
0,49,1,1,0,0,1,55.35,0,-0.5378750673068032,3,1,0,1,0,1,0,0,0,1,0,0,1,1,Stable Mid-Risk,0.19622199563519335,0,Low,Medium,3,Send quarterly loyalty reward: bonus data or service credit | Cross-sell DeviceProtection or StreamingTV at discounted rate | Promote auto-pay enrollment for convenience discount
0,45,1,0,0,1,1,102.15,0,-0.4078791800811082,2,3,1,1,1,0,1,0,0,1,0,0,0,1,Stable Mid-Risk,0.390258294683631,0,Medium,Medium,2,Send quarterly loyalty reward: bonus data or service credit | Proactive fiber quality check — prevent dissatisfaction
0,18,0,0,0,0,1,71.1,0,-0.2302809597016612,1,0,0,0,0,0,1,0,1,0,0,0,1,0,Critical Churn-Risk,0.6992344654687298,1,High,Critical,5,Personalized retention call — acknowledge loyalty | Offer exclusive loyalty discount: 15% off for 6 months | Offer contract upgrade incentive: 2 free months on annual plan | Bundle OnlineSecurity + TechSupport at 50% off for 3 months | Enroll in auto-pay for $5/month discount
0,1,1,0,0,0,1,74.7,1,3.6927465316851498,0,0,0,0,0,0,1,0,1,0,0,0,1,0,Critical Churn-Risk,0.8313011140972857,1,Very High,Critical,5,Immediate onboarding call — assign dedicated support agent | Offer 20% discount for first 3 months to reduce early churn | Offer contract upgrade incentive: 2 free months on annual plan | Bundle OnlineSecurity + TechSupport at 50% off for 3 months | Enroll in auto-pay for $5/month discount
0,68,0,1,0,1,1,54.1,0,-0.5755718783613067,3,4,1,1,1,1,0,0,0,0,1,0,0,1,Stable Mid-Risk,0.07404621961150211,0,Low,Medium,1,Send quarterly loyalty reward: bonus data or service credit
0,54,0,0,0,0,0,19.65,0,-0.6253902397084623,3,0,0,1,1,0,0,1,0,0,1,1,0,3,Loyal Low-Risk,0.062314831502420794,0,Low,Low,3,Send annual loyalty thank-you reward: gift card or free month | Introduce premium bundle: StreamingTV + Movies at 30% off | Invite to referral program: reward for bringing new customers
1,23,0,0,0,0,1,88.45,0,-0.2368981823579625,1,3,1,0,1,0,1,0,1,0,0,0,0,0,Critical Churn-Risk,0.583631493341762,1,High,Critical,5,Personalized retention call — acknowledge loyalty | Offer exclusive loyalty discount: 15% off for 6 months | Offer contract upgrade incentive: 2 free months on annual plan | Fiber service review — offer speed upgrade or bill reduction | Bundle OnlineSecurity + TechSupport at 50% off for 3 months
0,17,0,0,0,0,1,76.65,1,-0.1700219959378958,1,1,0,0,0,0,1,0,1,0,0,0,1,0,Critical Churn-Risk,0.7154629236590869,1,High,Critical,5,Personalized retention call — acknowledge loyalty | Offer exclusive loyalty discount: 15% off for 6 months | Offer contract upgrade incentive: 2 free months on annual plan | Bundle OnlineSecurity + TechSupport at 50% off for 3 months | Enroll in auto-pay for $5/month discount
0,71,1,1,1,0,0,80.4,0,-0.5367466836522973,3,5,1,1,1,1,0,0,0,0,1,1,0,1,Stable Mid-Risk,0.04912737687766388,0,Low,Medium,1,Send quarterly loyalty reward: bonus data or service credit
1,67,0,0,0,0,1,19.25,0,-0.6340497467601675,3,0,0,1,1,0,0,1,0,0,1,0,0,3,Loyal Low-Risk,0.054804709243779184,0,Low,Low,3,Send annual loyalty thank-you reward: gift card or free month | Introduce premium bundle: StreamingTV + Movies at 30% off | Invite to referral program: reward for bringing new customers
1,14,1,0,0,1,1,84.8,0,-0.0071845616583447,1,1,1,0,0,0,1,0,1,0,0,0,1,0,Critical Churn-Risk,0.6971586902001805,1,High,Critical,6,Personalized retention call — acknowledge loyalty | Offer exclusive loyalty discount: 15% off for 6 months | Offer contract upgrade incentive: 2 free months on annual plan | Fiber service review — offer speed upgrade or bill reduction | Bundle OnlineSecurity + TechSupport at 50% off for 3 months | Enroll in auto-pay for $5/month discount
0,1,0,0,0,0,1,25.8,1,0.8387140814091446,0,0,0,0,0,1,0,0,1,0,0,0,0,2,Vulnerable High-Risk,0.6209819539350734,1,High,High,5,Early engagement: send personalized welcome + value summary email | Offer first add-on service free for 2 months | Promote annual contract: highlight savings vs month-to-month | Recommend OnlineSecurity or TechSupport — show value demo | Upsell opportunity: offer enhanced plan with streaming bundle
1,63,0,0,0,0,0,19.5,0,-0.6315284787694645,3,0,0,1,1,0,0,1,0,0,1,1,0,3,Loyal Low-Risk,0.05227391319561921,0,Low,Low,3,Send annual loyalty thank-you reward: gift card or free month | Introduce premium bundle: StreamingTV + Movies at 30% off | Invite to referral program: reward for bringing new customers
0,41,1,0,1,0,1,68.6,0,-0.4764365228080192,2,3,1,1,0,1,0,0,0,1,0,0,1,1,Stable Mid-Risk,0.300743361077261,0,Medium,Medium,2,Send quarterly loyalty reward: bonus data or service credit | Promote auto-pay enrollment for convenience discount
0,17,1,0,0,1,0,92.6,0,-0.066586827608193,1,2,1,0,0,0,1,0,1,0,0,0,1,0,Critical Churn-Risk,0.743617314513645,1,High,Critical,6,Personalized retention call — acknowledge loyalty | Offer exclusive loyalty discount: 15% off for 6 months | Offer contract upgrade incentive: 2 free months on annual plan | Fiber service review — offer speed upgrade or bill reduction | Bundle OnlineSecurity + TechSupport at 50% off for 3 months | Enroll in auto-pay for $5/month discount
0,56,1,1,0,1,1,100.55,0,-0.4611797928151542,3,3,1,1,0,0,1,0,0,1,0,0,1,1,Stable Mid-Risk,0.3734833215577431,0,Medium,Medium,3,Send quarterly loyalty reward: bonus data or service credit | Proactive fiber quality check — prevent dissatisfaction | Promote auto-pay enrollment for convenience discount
0,5,0,0,0,0,0,20.55,0,-0.2672964489125382,0,0,0,0,1,0,0,1,1,0,0,1,0,2,Vulnerable High-Risk,0.4107253605882854,0,Medium,High,5,Early engagement: send personalized welcome + value summary email | Offer first add-on service free for 2 months | Promote annual contract: highlight savings vs month-to-month | Recommend OnlineSecurity or TechSupport — show value demo | Upsell opportunity: offer enhanced plan with streaming bundle
0,2,0,1,0,0,1,42.6,1,0.9904622280495868,0,3,1,0,0,1,0,0,1,0,0,0,1,2,Vulnerable High-Risk,0.5653826739213583,1,High,High,4,Early engagement: send personalized welcome + value summary email | Offer first add-on service free for 2 months | Promote annual contract: highlight savings vs month-to-month | Upsell opportunity: offer enhanced plan with streaming bundle
0,3,0,0,0,0,1,19.6,0,-0.0951206671474213,0,0,0,0,0,0,0,1,1,0,0,0,0,2,Vulnerable High-Risk,0.4141885292708748,0,Medium,High,5,Early engagement: send personalized welcome + value summary email | Offer first add-on service free for 2 months | Promote annual contract: highlight savings vs month-to-month | Recommend OnlineSecurity or TechSupport — show value demo | Upsell opportunity: offer enhanced plan with streaming bundle
0,37,1,1,1,0,0,67.45,0,-0.4598998658023299,2,4,0,1,0,1,0,0,0,1,0,0,1,1,Stable Mid-Risk,0.2367832459545752,0,Low,Medium,2,Send quarterly loyalty reward: bonus data or service credit | Promote auto-pay enrollment for convenience discount
0,29,0,1,0,0,1,68.85,1,-0.3992006071461532,2,4,1,0,1,1,0,0,1,0,0,0,0,2,Vulnerable High-Risk,0.34871497085575504,0,Medium,High,2,Mid-cycle check-in: proactive satisfaction survey + offer | Promote annual contract: highlight savings vs month-to-month
0,8,0,0,0,0,0,43.55,0,-0.1022541270322285,0,0,0,0,0,1,0,0,1,0,0,0,0,2,Vulnerable High-Risk,0.5070990302855604,0,Medium,High,5,Early engagement: send personalized welcome + value summary email | Offer first add-on service free for 2 months | Promote annual contract: highlight savings vs month-to-month | Recommend OnlineSecurity or TechSupport — show value demo | Upsell opportunity: offer enhanced plan with streaming bundle
0,63,1,0,1,1,1,109.85,0,-0.4667394757771095,3,5,1,0,1,0,1,0,1,0,0,1,0,1,Stable Mid-Risk,0.5405416077286673,1,High,Medium,2,Send quarterly loyalty reward: bonus data or service credit | Proactive fiber quality check — prevent dissatisfaction
1,7,0,0,0,0,0,20.65,0,-0.3657868325493635,0,0,0,0,0,0,0,1,1,0,0,0,0,2,Vulnerable High-Risk,0.37011282075056884,0,Medium,High,5,Early engagement: send personalized welcome + value summary email | Offer first add-on service free for 2 months | Promote annual contract: highlight savings vs month-to-month | Recommend OnlineSecurity or TechSupport — show value demo | Upsell opportunity: offer enhanced plan with streaming bundle
0,3,0,0,0,1,0,95.4,0,2.1169003934959445,0,3,1,0,0,0,1,0,1,0,0,0,1,0,Critical Churn-Risk,0.7895200452615839,1,Very High,Critical,6,Immediate onboarding call — assign dedicated support agent | Offer 20% discount for first 3 months to reduce early churn | Offer contract upgrade incentive: 2 free months on annual plan | Fiber service review — offer speed upgrade or bill reduction | Bundle OnlineSecurity + TechSupport at 50% off for 3 months | Enroll in auto-pay for $5/month discount
1,72,0,0,0,0,0,21.0,0,-0.6335147764607703,3,0,0,1,1,0,0,1,0,0,1,0,0,3,Loyal Low-Risk,0.05794070982858346,0,Low,Low,3,Send annual loyalty thank-you reward: gift card or free month | Introduce premium bundle: StreamingTV + Movies at 30% off | Invite to referral program: reward for bringing new customers
0,19,0,0,0,0,1,56.2,0,-0.3390849952078242,1,1,1,0,0,1,0,0,1,0,0,0,1,2,Vulnerable High-Risk,0.5612423778621004,1,High,High,3,Mid-cycle check-in: proactive satisfaction survey + offer | Promote annual contract: highlight savings vs month-to-month | Recommend OnlineSecurity or TechSupport — show value demo
0,59,0,0,0,0,0,18.4,0,-0.6312974519436497,3,0,0,1,1,0,0,1,0,0,1,0,0,3,Loyal Low-Risk,0.06591180340431281,0,Low,Low,3,Send annual loyalty thank-you reward: gift card or free month | Introduce premium bundle: StreamingTV + Movies at 30% off | Invite to referral program: reward for bringing new customers
1,2,0,0,1,0,0,90.0,1,2.8347858564488044,0,3,1,0,1,0,1,0,1,0,0,1,0,0,Critical Churn-Risk,0.6777712534351846,1,High,Critical,5,Immediate onboarding call — assign dedicated support agent | Offer 20% discount for first 3 months to reduce early churn | Offer contract upgrade incentive: 2 free months on annual plan | Fiber service review — offer speed upgrade or bill reduction | Bundle OnlineSecurity + TechSupport at 50% off for 3 months
1,35,1,0,0,0,1,25.75,0,-0.5836005451684168,2,0,0,0,0,0,0,1,1,0,0,0,1,2,Vulnerable High-Risk,0.297540155691686,0,Low,High,4,Mid-cycle check-in: proactive satisfaction survey + offer | Promote annual contract: highlight savings vs month-to-month | Recommend OnlineSecurity or TechSupport — show value demo | Upsell opportunity: offer enhanced plan with streaming bundle
0,14,0,0,0,0,0,19.6,0,-0.514568108374079,1,0,0,0,1,0,0,1,1,0,0,1,0,2,Vulnerable High-Risk,0.33802298552668175,0,Medium,High,4,Mid-cycle check-in: proactive satisfaction survey + offer | Promote annual contract: highlight savings vs month-to-month | Recommend OnlineSecurity or TechSupport — show value demo | Upsell opportunity: offer enhanced plan with streaming bundle
0,14,0,0,0,0,0,75.35,1,-0.0807240481071744,1,1,0,0,0,0,1,0,1,0,0,0,1,0,Critical Churn-Risk,0.697309783609851,1,High,Critical,5,Personalized retention call — acknowledge loyalty | Offer exclusive loyalty discount: 15% off for 6 months | Offer contract upgrade incentive: 2 free months on annual plan | Bundle OnlineSecurity + TechSupport at 50% off for 3 months | Enroll in auto-pay for $5/month discount
1,69,0,0,0,0,0,19.8,0,-0.6340767220286394,3,0,0,1,1,0,0,1,0,0,1,1,0,3,Loyal Low-Risk,0.05227391319561921,0,Low,Low,3,Send annual loyalty thank-you reward: gift card or free month | Introduce premium bundle: StreamingTV + Movies at 30% off | Invite to referral program: reward for bringing new customers
0,7,1,1,1,0,0,64.2,0,0.2696585315074872,0,3,0,0,0,1,0,0,1,0,0,0,1,2,Vulnerable High-Risk,0.4708074720385805,0,Medium,High,3,Early engagement: send personalized welcome + value summary email | Offer first add-on service free for 2 months | Promote annual contract: highlight savings vs month-to-month
1,69,0,1,1,1,1,75.75,0,-0.5407766252755325,3,5,1,1,1,1,0,0,0,0,1,0,0,1,Stable Mid-Risk,0.038383045400435446,0,Low,Medium,1,Send quarterly loyalty reward: bonus data or service credit
1,72,1,0,1,1,1,78.95,0,-0.5408508660517753,3,4,1,1,0,1,0,0,0,0,1,0,1,1,Stable Mid-Risk,0.10442360745520976,0,Low,Medium,2,Send quarterly loyalty reward: bonus data or service credit | Promote auto-pay enrollment for convenience discount
0,8,1,0,0,1,0,100.85,1,0.6409226936940386,0,3,1,0,0,0,1,0,1,0,0,0,1,0,Critical Churn-Risk,0.8206919941105965,1,Very High,Critical,6,Immediate onboarding call — assign dedicated support agent | Offer 20% discount for first 3 months to reduce early churn | Offer contract upgrade incentive: 2 free months on annual plan | Fiber service review — offer speed upgrade or bill reduction | Bundle OnlineSecurity + TechSupport at 50% off for 3 months | Enroll in auto-pay for $5/month discount
1,4,0,1,0,0,0,50.3,0,0.5072027456715635,0,1,0,0,0,1,0,0,1,0,0,0,1,2,Vulnerable High-Risk,0.49439169701487307,0,Medium,High,4,Early engagement: send personalized welcome + value summary email | Offer first add-on service free for 2 months | Promote annual contract: highlight savings vs month-to-month | Recommend OnlineSecurity or TechSupport — show value demo
1,63,0,0,0,0,1,80.3,0,-0.5206356023783723,3,2,0,0,1,0,1,0,1,0,0,1,0,0,Critical Churn-Risk,0.43164106978663547,0,Medium,Critical,5,Personalized retention call — acknowledge loyalty | Offer exclusive loyalty discount: 15% off for 6 months | Offer contract upgrade incentive: 2 free months on annual plan | Fiber service review — offer speed upgrade or bill reduction | Bundle OnlineSecurity + TechSupport at 50% off for 3 months
0,72,0,0,0,0,0,19.85,0,-0.635353663380017,3,0,0,1,1,0,0,1,0,0,1,0,0,3,Loyal Low-Risk,0.06591180340431281,0,Low,Low,3,Send annual loyalty thank-you reward: gift card or free month | Introduce premium bundle: StreamingTV + Movies at 30% off | Invite to referral program: reward for bringing new customers
0,46,0,0,0,0,1,21.1,0,-0.6146904261847448,2,0,0,1,0,0,0,1,0,0,1,0,1,3,Loyal Low-Risk,0.09776003817279401,0,Low,Low,3,Send annual loyalty thank-you reward: gift card or free month | Introduce premium bundle: StreamingTV + Movies at 30% off | Invite to referral program: reward for bringing new customers
0,5,0,0,0,0,0,69.95,1,0.6937751464769276,0,0,0,0,0,0,1,0,1,0,0,0,1,0,Critical Churn-Risk,0.769006722735742,1,Very High,Critical,5,Immediate onboarding call — assign dedicated support agent | Offer 20% discount for first 3 months to reduce early churn | Offer contract upgrade incentive: 2 free months on annual plan | Bundle OnlineSecurity + TechSupport at 50% off for 3 months | Enroll in auto-pay for $5/month discount
0,30,0,0,0,0,1,50.0,0,-0.4788213158486877,2,1,0,0,0,1,0,0,1,0,0,0,0,2,Vulnerable High-Risk,0.3992536284170241,0,Medium,High,4,Mid-cycle check-in: proactive satisfaction survey + offer | Promote annual contract: highlight savings vs month-to-month | Recommend OnlineSecurity or TechSupport — show value demo | Upsell opportunity: offer enhanced plan with streaming bundle
0,63,1,0,0,1,1,104.75,0,-0.4760413453428097,3,4,1,1,1,0,1,0,0,0,1,0,0,1,Stable Mid-Risk,0.20001228688311623,0,Low,Medium,2,Send quarterly loyalty reward: bonus data or service credit | Proactive fiber quality check — prevent dissatisfaction
0,60,0,0,0,0,0,19.85,0,-0.629109574083302,3,0,0,1,1,0,0,1,0,0,1,0,0,3,Loyal Low-Risk,0.06591180340431281,0,Low,Low,3,Send annual loyalty thank-you reward: gift card or free month | Introduce premium bundle: StreamingTV + Movies at 30% off | Invite to referral program: reward for bringing new customers
0,63,1,0,0,1,1,107.5,1,-0.4710256313613046,3,4,1,1,0,0,1,0,0,1,0,0,1,1,Stable Mid-Risk,0.4403518611178621,0,Medium,Medium,3,Send quarterly loyalty reward: bonus data or service credit | Proactive fiber quality check — prevent dissatisfaction | Promote auto-pay enrollment for convenience discount
1,25,0,0,1,1,0,85.9,0,-0.2814386578450054,2,2,1,0,0,0,1,0,1,0,0,0,1,0,Critical Churn-Risk,0.5830782719530601,1,High,Critical,6,Personalized retention call — acknowledge loyalty | Offer exclusive loyalty discount: 15% off for 6 months | Offer contract upgrade incentive: 2 free months on annual plan | Fiber service review — offer speed upgrade or bill reduction | Bundle OnlineSecurity + TechSupport at 50% off for 3 months | Enroll in auto-pay for $5/month discount
0,1,0,0,0,0,1,45.85,1,2.0089257506940914,0,0,0,0,0,1,0,0,1,0,0,0,0,2,Vulnerable High-Risk,0.6226053757600575,1,High,High,5,Early engagement: send personalized welcome + value summary email | Offer first add-on service free for 2 months | Promote annual contract: highlight savings vs month-to-month | Recommend OnlineSecurity or TechSupport — show value demo | Upsell opportunity: offer enhanced plan with streaming bundle
0,6,1,0,0,0,1,80.8,0,0.6802956865647272,0,1,0,0,0,0,1,0,1,0,0,0,1,0,Critical Churn-Risk,0.8136879071829305,1,Very High,Critical,6,Immediate onboarding call — assign dedicated support agent | Offer 20% discount for first 3 months to reduce early churn | Offer contract upgrade incentive: 2 free months on annual plan | Fiber service review — offer speed upgrade or bill reduction | Bundle OnlineSecurity + TechSupport at 50% off for 3 months | Enroll in auto-pay for $5/month discount
0,22,1,0,0,0,0,25.25,0,-0.5389459321543327,1,0,0,1,0,0,0,1,0,0,1,0,0,3,Loyal Low-Risk,0.092847643335656,0,Low,Low,3,Send annual loyalty thank-you reward: gift card or free month | Introduce premium bundle: StreamingTV + Movies at 30% off | Invite to referral program: reward for bringing new customers
1,31,1,0,1,1,0,80.55,0,-0.3732648061217892,2,4,1,1,1,1,0,0,0,0,1,0,0,1,Stable Mid-Risk,0.138229248789463,0,Low,Medium,1,Send quarterly loyalty reward: bonus data or service credit
1,39,0,0,1,0,1,81.5,0,-0.4292584131153176,2,2,0,0,1,0,1,0,1,0,0,0,0,0,Critical Churn-Risk,0.5051028555803899,0,Medium,Critical,5,Personalized retention call — acknowledge loyalty | Offer exclusive loyalty discount: 15% off for 6 months | Offer contract upgrade incentive: 2 free months on annual plan | Fiber service review — offer speed upgrade or bill reduction | Bundle OnlineSecurity + TechSupport at 50% off for 3 months
0,26,0,0,0,0,0,20.9,0,-0.5767372920974281,2,0,0,0,0,0,0,1,1,0,0,0,0,2,Vulnerable High-Risk,0.2918809895180561,0,Low,High,4,Mid-cycle check-in: proactive satisfaction survey + offer | Promote annual contract: highlight savings vs month-to-month | Recommend OnlineSecurity or TechSupport — show value demo | Upsell opportunity: offer enhanced plan with streaming bundle
0,53,0,1,0,1,1,106.1,1,-0.437742907069217,3,5,1,1,1,0,1,0,0,1,0,0,0,1,Stable Mid-Risk,0.41309254858596023,0,Medium,Medium,2,Send quarterly loyalty reward: bonus data or service credit | Proactive fiber quality check — prevent dissatisfaction
0,1,0,0,1,1,0,91.7,1,4.684945952026501,0,3,1,0,0,0,1,0,1,0,0,0,1,0,Critical Churn-Risk,0.7487687446876469,1,High,Critical,6,Immediate onboarding call — assign dedicated support agent | Offer 20% discount for first 3 months to reduce early churn | Offer contract upgrade incentive: 2 free months on annual plan | Fiber service review — offer speed upgrade or bill reduction | Bundle OnlineSecurity + TechSupport at 50% off for 3 months | Enroll in auto-pay for $5/month discount
0,12,1,1,1,0,1,67.25,0,-0.0632445771726539,0,3,0,0,0,1,0,0,1,0,0,0,1,2,Vulnerable High-Risk,0.45022815134110394,0,Medium,High,3,Early engagement: send personalized welcome + value summary email | Offer first add-on service free for 2 months | Promote annual contract: highlight savings vs month-to-month
0,16,1,0,0,0,1,95.6,1,-0.0106635538588496,1,3,1,0,1,0,1,0,1,0,0,1,0,0,Critical Churn-Risk,0.7017683522795441,1,High,Critical,5,Personalized retention call — acknowledge loyalty | Offer exclusive loyalty discount: 15% off for 6 months | Offer contract upgrade incentive: 2 free months on annual plan | Fiber service review — offer speed upgrade or bill reduction | Bundle OnlineSecurity + TechSupport at 50% off for 3 months
0,2,0,0,0,0,0,20.35,0,0.1247195965752702,0,0,0,0,0,0,0,1,1,0,0,0,0,2,Vulnerable High-Risk,0.42336969749860437,0,Medium,High,5,Early engagement: send personalized welcome + value summary email | Offer first add-on service free for 2 months | Promote annual contract: highlight savings vs month-to-month | Recommend OnlineSecurity or TechSupport — show value demo | Upsell opportunity: offer enhanced plan with streaming bundle
1,39,0,1,1,1,0,45.05,0,-0.535628027443089,2,3,1,1,1,1,0,0,0,1,0,0,0,1,Stable Mid-Risk,0.15631666509997133,0,Low,Medium,1,Send quarterly loyalty reward: bonus data or service credit
0,1,1,0,0,0,1,74.95,1,3.707337699631346,0,0,0,0,0,0,1,0,1,0,0,0,1,0,Critical Churn-Risk,0.8314523367485084,1,Very High,Critical,5,Immediate onboarding call — assign dedicated support agent | Offer 20% discount for first 3 months to reduce early churn | Offer contract upgrade incentive: 2 free months on annual plan | Bundle OnlineSecurity + TechSupport at 50% off for 3 months | Enroll in auto-pay for $5/month discount
1,7,0,1,1,0,0,34.65,0,-0.1615104813026147,0,2,0,0,0,1,0,0,1,0,0,0,0,2,Vulnerable High-Risk,0.3601470427493249,0,Medium,High,4,Early engagement: send personalized welcome + value summary email | Offer first add-on service free for 2 months | Promote annual contract: highlight savings vs month-to-month | Upsell opportunity: offer enhanced plan with streaming bundle
0,4,0,0,0,0,0,69.35,0,0.9519415446716282,0,0,0,0,0,0,1,0,1,0,0,0,1,0,Critical Churn-Risk,0.7706771909992866,1,Very High,Critical,5,Immediate onboarding call — assign dedicated support agent | Offer 20% discount for first 3 months to reduce early churn | Offer contract upgrade incentive: 2 free months on annual plan | Bundle OnlineSecurity + TechSupport at 50% off for 3 months | Enroll in auto-pay for $5/month discount
0,10,1,0,0,1,1,95.35,1,0.3447367229397338,0,2,1,0,0,0,1,0,1,0,0,0,1,0,Critical Churn-Risk,0.831949306900688,1,Very High,Critical,6,Immediate onboarding call — assign dedicated support agent | Offer 20% discount for first 3 months to reduce early churn | Offer contract upgrade incentive: 2 free months on annual plan | Fiber service review — offer speed upgrade or bill reduction | Bundle OnlineSecurity + TechSupport at 50% off for 3 months | Enroll in auto-pay for $5/month discount
0,55,0,0,0,0,1,81.55,0,-0.4971073440651306,3,2,0,0,0,0,1,0,1,0,0,0,1,0,Critical Churn-Risk,0.5631153878161993,1,High,Critical,6,Personalized retention call — acknowledge loyalty | Offer exclusive loyalty discount: 15% off for 6 months | Offer contract upgrade incentive: 2 free months on annual plan | Fiber service review — offer speed upgrade or bill reduction | Bundle OnlineSecurity + TechSupport at 50% off for 3 months | Enroll in auto-pay for $5/month discount
1,72,0,0,0,1,1,75.4,0,-0.5465274300198847,3,4,1,1,1,1,0,0,0,0,1,0,0,1,Stable Mid-Risk,0.08815035645470842,0,Low,Medium,1,Send quarterly loyalty reward: bonus data or service credit
0,10,0,0,0,1,1,67.8,0,0.0523827760904907,0,3,1,0,1,1,0,0,1,0,0,1,0,2,Vulnerable High-Risk,0.46769153807783187,0,Medium,High,3,Early engagement: send personalized welcome + value summary email | Offer first add-on service free for 2 months | Promote annual contract: highlight savings vs month-to-month
0,11,1,0,1,1,1,111.4,0,0.416542955499197,0,5,1,0,0,0,1,0,1,0,0,0,1,0,Critical Churn-Risk,0.7391290683720136,1,High,Critical,6,Immediate onboarding call — assign dedicated support agent | Offer 20% discount for first 3 months to reduce early churn | Offer contract upgrade incentive: 2 free months on annual plan | Fiber service review — offer speed upgrade or bill reduction | Bundle OnlineSecurity + TechSupport at 50% off for 3 months | Enroll in auto-pay for $5/month discount
1,15,0,0,0,0,0,46.3,0,-0.3293089126838727,1,0,0,0,0,1,0,0,1,0,0,0,1,2,Vulnerable High-Risk,0.44816184474713083,0,Medium,High,4,Mid-cycle check-in: proactive satisfaction survey + offer | Promote annual contract: highlight savings vs month-to-month | Recommend OnlineSecurity or TechSupport — show value demo | Upsell opportunity: offer enhanced plan with streaming bundle
1,23,0,0,0,0,0,20.4,0,-0.567874508604183,1,0,0,1,1,0,0,1,0,0,1,0,0,3,Loyal Low-Risk,0.07240955788592666,0,Low,Low,3,Send annual loyalty thank-you reward: gift card or free month | Introduce premium bundle: StreamingTV + Movies at 30% off | Invite to referral program: reward for bringing new customers
1,1,0,0,0,0,0,20.05,0,0.5031172186466287,0,0,0,0,0,0,0,1,1,0,0,0,0,2,Vulnerable High-Risk,0.4949595955057856,0,Medium,High,5,Early engagement: send personalized welcome + value summary email | Offer first add-on service free for 2 months | Promote annual contract: highlight savings vs month-to-month | Recommend OnlineSecurity or TechSupport — show value demo | Upsell opportunity: offer enhanced plan with streaming bundle
0,3,0,0,0,0,0,45.0,1,0.6461106645193528,0,0,0,0,0,1,0,0,1,0,0,0,1,2,Vulnerable High-Risk,0.6195340618070805,1,High,High,5,Early engagement: send personalized welcome + value summary email | Offer first add-on service free for 2 months | Promote annual contract: highlight savings vs month-to-month | Recommend OnlineSecurity or TechSupport — show value demo | Upsell opportunity: offer enhanced plan with streaming bundle
1,47,0,1,0,0,1,96.1,0,-0.43339257736674,2,4,1,1,0,0,1,0,0,1,0,0,1,1,Stable Mid-Risk,0.28953728671046464,0,Low,Medium,3,Send quarterly loyalty reward: bonus data or service credit | Proactive fiber quality check — prevent dissatisfaction | Promote auto-pay enrollment for convenience discount
1,15,0,0,0,0,0,19.65,0,-0.5237362255669389,1,0,0,1,0,0,0,1,0,1,0,0,0,3,Loyal Low-Risk,0.15115470737574116,0,Low,Low,3,Send annual loyalty thank-you reward: gift card or free month | Introduce premium bundle: StreamingTV + Movies at 30% off | Invite to referral program: reward for bringing new customers
0,66,0,0,0,1,0,99.5,1,-0.493742664292463,3,4,1,0,0,0,1,0,1,0,0,0,1,0,Critical Churn-Risk,0.5859214204816248,1,High,Critical,6,Personalized retention call — acknowledge loyalty | Offer exclusive loyalty discount: 15% off for 6 months | Offer contract upgrade incentive: 2 free months on annual plan | Fiber service review — offer speed upgrade or bill reduction | Bundle OnlineSecurity + TechSupport at 50% off for 3 months | Enroll in auto-pay for $5/month discount
0,68,0,0,1,0,1,60.65,0,-0.5644910493702823,3,3,0,1,1,1,0,0,0,1,0,0,0,1,Stable Mid-Risk,0.15570266143970382,0,Low,Medium,1,Send quarterly loyalty reward: bonus data or service credit
1,17,0,0,1,1,0,98.6,1,-0.027677046418336,1,4,1,1,1,0,1,0,0,1,0,0,0,1,Stable Mid-Risk,0.32562577991052405,0,Medium,Medium,2,Send quarterly loyalty reward: bonus data or service credit | Proactive fiber quality check — prevent dissatisfaction
0,7,0,0,1,1,1,59.5,1,0.2010800421603644,0,2,1,0,0,1,0,0,1,0,0,0,0,2,Vulnerable High-Risk,0.5145990564982982,1,High,High,3,Early engagement: send personalized welcome + value summary email | Offer first add-on service free for 2 months | Promote annual contract: highlight savings vs month-to-month
0,12,0,0,0,0,1,80.45,1,0.0552806024518332,0,1,1,0,0,0,1,0,1,0,0,0,1,0,Critical Churn-Risk,0.7501896233350008,1,Very High,Critical,6,Immediate onboarding call — assign dedicated support agent | Offer 20% discount for first 3 months to reduce early churn | Offer contract upgrade incentive: 2 free months on annual plan | Fiber service review — offer speed upgrade or bill reduction | Bundle OnlineSecurity + TechSupport at 50% off for 3 months | Enroll in auto-pay for $5/month discount
0,21,1,0,0,0,0,71.7,0,-0.2866629081865806,1,3,1,1,1,1,0,0,0,1,0,0,0,1,Stable Mid-Risk,0.31632699783141843,0,Medium,Medium,1,Send quarterly loyalty reward: bonus data or service credit
0,21,0,0,1,0,1,36.0,0,-0.4760827975244749,1,2,0,0,0,1,0,0,1,0,0,0,0,2,Vulnerable High-Risk,0.36024560378187254,0,Medium,High,3,Mid-cycle check-in: proactive satisfaction survey + offer | Promote annual contract: highlight savings vs month-to-month | Upsell opportunity: offer enhanced plan with streaming bundle
